TagName,Year,Number
ruby-on-rails-5,2013,1
angularjs,2013,17894
socket.io,2013,1631
uiviewcontroller,2013,2343
export-to-csv,2013,225
output,2013,1240
vb.net,2013,18143
primefaces,2013,3805
ruby-on-rails-3.1,2013,645
posix,2013,590
ffmpeg,2013,1631
url-rewriting,2013,2901
jquery-ui,2013,7023
concurrency,2013,2162
rest,2013,6968
linq-to-entities,2013,921
extjs,2013,4562
instance,2013,606
visual-studio-2008,2013,1252
capybara,2013,902
pdf,2013,4159
usb,2013,905
imagemagick,2014,908
structure,2014,723
duplicates,2014,1263
accessibility,2014,469
amazon-redshift,2014,314
single-page-application,2014,502
powerpoint,2014,508
docusignapi,2014,536
windows,2014,15192
go,2014,3982
google-bigquery,2014,697
navigation-drawer,2014,908
android-webview,2014,763
2d,2014,792
actionscript,2014,758
ipython,2014,904
tableview,2014,672
operator-overloading,2014,851
scanf,2014,791
datatable,2014,2159
uibutton,2014,1411
spring-security,2014,2542
cross-domain,2014,698
enums,2014,2288
collections,2014,2372
dynamics-crm,2014,573
nsmutablearray,2014,758
syntax-error,2014,1086
visual-studio-2017,2014,5
amazon-rds,2014,224
mfc,2014,1435
tcp,2014,2481
asp.net-mvc-2,2014,98
android-alertdialog,2014,684
leaflet,2014,796
checkbox,2014,3811
jquery-selectors,2014,679
maven-3,2014,533
blockchain,2014,12
iis-7,2014,816
automapper,2014,395
elixir,2014,222
django-admin,2014,750
qt4,2014,478
bots,2014,185
workflow,2014,433
set,2014,1122
format,2014,1092
telegram,2014,28
state,2014,279
gridview,2014,3873
primefaces,2014,3378
this,2014,644
c-preprocessor,2014,610
newline,2014,528
themes,2014,803
jakarta-ee,2014,4277
mouseevent,2014,696
sql-server-2008,2014,6784
refactoring,2014,562
gps,2014,1343
geolocation,2014,1192
automation,2014,1275
uri,2014,616
ssl,2014,4716
imageview,2014,1528
gitlab,2014,499
parallel-processing,2014,1791
components,2014,450
xampp,2014,1186
sparql,2014,537
webview,2014,2465
aws-lambda,2014,7
npm,2014,1661
drawing,2014,593
linear-regression,2014,247
pymongo,2014,478
swift,2014,15148
code-coverage,2014,424
xslt,2014,4249
elasticsearch,2014,3891
phpmyadmin,2014,1947
multidimensional-array,2014,3560
ip,2014,997
ruby-on-rails-3,2014,4026
callback,2014,1660
scrollbar,2014,588
rubygems,2014,1754
azure-active-directory,2014,210
wix,2014,1274
yaml,2014,576
tuples,2014,827
cmd,2014,2721
g++,2014,881
angularjs-directive,2014,4708
font-awesome,2014,513
pointers,2014,6202
usb,2014,836
verilog,2014,597
boolean,2014,1209
escaping,2014,878
wpf-controls,2014,616
servicestack,2014,773
scroll,2014,2390
c++-cli,2014,671
concurrency,2014,1922
mule,2014,1195
iteration,2014,827
carousel,2014,617
dataframe,2014,2712
hashtable,2014,498
canvas,2014,4297
deep-learning,2014,62
opencl,2014,731
crash,2014,1414
in-app-purchase,2014,1103
flask-sqlalchemy,2014,445
zurb-foundation,2014,1287
network-programming,2014,989
youtube-api,2014,1269
dll,2014,2745
sdk,2014,1501
profiling,2014,558
visual-studio-2019,2014,5
runtime,2014,704
mongodb,2014,13178
google-sheets,2014,1660
websocket,2014,2313
swift2,2014,5
uiviewcontroller,2014,2283
sql-server,2014,31412
html-parsing,2014,600
delphi,2014,5152
dplyr,2014,551
coding-style,2014,512
grafana,2014,18
query-optimization,2014,534
ssis,2014,1936
ms-office,2014,517
responsive-design,2014,3056
echo,2014,763
speech-recognition,2014,450
uilabel,2014,929
ipad,2014,2972
directx,2014,647
closures,2014,818
console-application,2014,592
node.js,2014,27517
pyinstaller,2014,176
sbt,2014,1525
liferay,2014,982
extract,2014,551
jqgrid,2014,1335
pipe,2014,825
wildfly,2014,566
reference,2014,1672
rspec,2014,2762
playframework-2.0,2014,1416
css-float,2014,680
python-3.x,2014,6894
asp.net-mvc,2014,24765
row,2014,723
apache-pig,2014,1072
testing,2014,3582
coffeescript,2014,1964
triggers,2014,1987
reactjs,2014,1021
segmentation-fault,2014,1419
cgi,2014,604
karma-jasmine,2014,323
background,2014,1763
glsl,2014,957
keyboard-shortcuts,2014,465
hibernate,2014,10014
http-headers,2014,1042
struct,2014,3088
combinations,2014,537
schema,2014,538
decimal,2014,799
excel-2010,2014,948
datatables,2014,1749
iframe,2014,3695
animation,2014,4859
gmail,2014,929
menu,2014,1971
mockito,2014,806
amazon-elastic-beanstalk,2014,624
spinner,2014,583
locking,2014,793
java-native-interface,2014,1063
thread-safety,2014,837
preg-replace,2014,730
integration-testing,2014,509
arduino,2014,1800
asp.net-mvc-3,2014,1970
pyspark,2014,14
dax,2014,69
openpyxl,2014,92
cursor,2014,828
maven,2014,9245
nunit,2014,519
encoding,2014,2316
xcode,2014,15267
mapbox,2014,447
svg,2014,4201
ruby-on-rails-3.1,2014,117
pdo,2014,3493
tabs,2014,1729
laravel-4,2014,6989
focus,2014,665
cell,2014,526
ejb,2014,937
interface,2014,1846
html-select,2014,444
sqlalchemy,2014,1410
signal-processing,2014,568
django-views,2014,988
iterator,2014,1353
ado.net,2014,836
html,2014,132634
phantomjs,2014,1281
sinatra,2014,700
react-router,2014,26
numpy,2014,5824
avfoundation,2014,623
ios8,2014,5459
stream,2014,1411
visual-studio-2013,2014,7055
objective-c,2014,48092
oracle-apex,2014,337
angularjs-ng-repeat,2014,1993
compiler-errors,2014,1801
xaml,2014,7855
foreach,2014,2671
time-series,2014,810
max,2014,854
google-drive-api,2014,1629
apk,2014,719
google-api,2014,1799
python-asyncio,2014,88
websphere,2014,736
foreign-keys,2014,856
integration,2014,423
mvvm,2014,3006
qml,2014,988
pandas,2014,5663
google-play-services,2014,1396
cucumber,2014,692
webserver,2014,745
command-line-interface,2014,551
buffer,2014,704
cordova,2014,10024
ionic-framework,2014,1270
prepared-statement,2014,718
azure,2014,5764
aes,2014,656
typeerror,2014,419
solr,2014,2379
firebase-security,2014,139
binary,2014,1409
css-transitions,2014,587
datetime,2014,6170
continuous-integration,2014,750
d3.js,2014,5338
angular-material,2014,15
location,2014,945
prolog,2014,1342
coldfusion,2014,1809
laravel,2014,10113
url-routing,2014,537
playframework,2014,2566
google-maps-markers,2014,535
amazon-web-services,2014,5634
sql-server-2008-r2,2014,1996
facebook-graph-api,2014,5035
stored-procedures,2014,4047
entity-framework-6,2014,1446
relational-database,2014,690
java,2014,215977
winforms,2014,10122
runtime-error,2014,1020
tomcat7,2014,1040
html-lists,2014,670
phpmailer,2014,514
linq-to-xml,2014,496
backend,2014,309
prestashop,2014,583
azure-pipelines,2014,1
kibana,2014,309
swt,2014,939
pip,2014,999
input,2014,3422
kubernetes,2014,41
serial-port,2014,1280
overloading,2014,687
radio-button,2014,1272
oracle-sqldeveloper,2014,721
python-2.7,2014,12031
firebase-cloud-messaging,2014,1
ssms,2014,461
prototype,2014,656
web-services,2014,7660
fancybox,2014,661
line,2014,634
polymorphism,2014,1040
phpstorm,2014,753
compression,2014,792
google-kubernetes-engine,2014,19
macos,2014,11859
wordpress,2014,19822
url,2014,4444
testng,2014,714
console,2014,1313
three.js,2014,1872
error-handling,2014,1964
google-sheets-api,2014,208
jmeter,2014,1212
devise,2014,2318
amazon-s3,2014,2407
youtube,2014,1823
angularjs,2014,45771
wsdl,2014,1136
wordpress-theming,2014,794
.net-4.0,2014,626
cygwin,2014,913
jquery-animate,2014,740
eslint,2014,3
asp.net-identity,2014,1215
google-chrome-extension,2014,2656
counter,2014,512
json,2014,33685
sql-server-2005,2014,890
office-js,2014,1
settings,2014,481
data-binding,2014,1705
scrollview,2014,687
web-scraping,2014,1832
xsd,2014,1540
plsql,2014,2477
download,2014,1774
jboss,2014,2011
awt,2014,863
package,2014,1360
polymer,2014,1437
swing,2014,12299
storyboard,2014,1404
etl,2014,295
conv-neural-network,2014,2
ggplot2,2014,2524
ssrs-2008,2014,684
google-visualization,2014,1134
xml-parsing,2014,1357
jetty,2014,849
sonarqube,2014,938
browser,2014,2414
xcode4,2014,49
phpunit,2014,1002
try-catch,2014,825
alamofire,2014,90
timeout,2014,919
resize,2014,1035
architecture,2014,1248
malloc,2014,962
ef-code-first,2014,1017
google-cloud-messaging,2014,1219
scope,2014,1957
svn,2014,2791
makefile,2014,2524
appium,2014,384
spring,2014,18142
properties,2014,1799
android-volley,2014,529
where-clause,2014,849
assembly,2014,3911
thymeleaf,2014,409
applescript,2014,980
google-play,2014,1233
gson,2014,978
firebase-authentication,2014,3
compare,2014,999
fragment,2014,1294
parameters,2014,2229
active-directory,2014,1350
android-listview,2014,4340
tree,2014,1701
magento,2014,6470
glassfish,2014,1106
material-design,2014,444
background-image,2014,684
heroku,2014,3890
build.gradle,2014,465
adb,2014,839
ssh,2014,2876
overflow,2014,613
hive,2014,1621
dependencies,2014,1023
token,2014,551
kotlin,2014,80
git,2014,13624
settimeout,2014,453
webrtc,2014,685
jquery-validate,2014,821
constraints,2014,717
microservices,2014,28
jenkins-pipeline,2014,3
json.net,2014,1375
time,2014,2722
jupyter-notebook,2014,504
google-analytics,2014,2470
asp.net-core-mvc,2014,38
extjs4,2014,778
kendo-ui,2014,2999
eclipse-rcp,2014,669
scikit-learn,2014,1089
entity-framework,2014,10930
junit,2014,2495
outlook,2014,1651
storage,2014,508
sapui5,2014,540
jframe,2014,1558
qt5,2014,964
pyqt5,2014,148
netbeans,2014,3372
android-edittext,2014,1622
math,2014,3894
file-upload,2014,3117
django-forms,2014,1165
toggle,2014,661
memory-leaks,2014,1952
left-join,2014,763
weblogic,2014,769
unix,2014,5568
widget,2014,1018
conditional-statements,2014,1576
swagger,2014,265
rss,2014,1005
datagrid,2014,1708
lazy-loading,2014,435
rabbitmq,2014,1072
time-complexity,2014,734
handlebars.js,2014,1236
msbuild,2014,1300
smtp,2014,1098
x86-64,2014,320
joomla,2014,2578
ocr,2014,363
vectorization,2014,465
image,2014,12574
sequence,2014,471
shopify,2014,369
salesforce,2014,855
grails,2014,5267
floating-point,2014,1300
out-of-memory,2014,900
npm-install,2014,2
listbox,2014,1584
cakephp,2014,4440
iphone,2014,14009
design-patterns,2014,2714
css-selectors,2014,1188
.htaccess,2014,10431
include,2014,1015
asp.net-mvc-5,2014,3496
parameter-passing,2014,696
windows-7,2014,1158
chart.js,2014,187
xna,2014,975
user-interface,2014,5704
merge,2014,2059
tcl,2014,910
fft,2014,509
metadata,2014,532
swift4,2014,2
doctrine-orm,2014,2760
hosting,2014,398
knockout.js,2014,3842
generator,2014,526
language-lawyer,2014,584
installation,2014,2720
timestamp,2014,1134
graphics,2014,2007
vaadin,2014,667
binary-tree,2014,623
save,2014,1123
windows-10,2014,18
content-management-system,2014,660
sequelize.js,2014,311
oracle11g,2014,2526
jsf-2,2014,2411
loops,2014,8052
backup,2014,555
int,2014,1403
amazon-dynamodb,2014,385
django-templates,2014,1165
azure-cosmosdb,2014,58
reflection,2014,2354
async-await,2014,1386
subprocess,2014,888
osgi,2014,749
comparison,2014,826
ocaml,2014,746
uicollectionview,2014,1666
push,2014,595
tsql,2014,6134
security,2014,5156
performance-testing,2014,428
permutation,2014,473
aggregate-functions,2014,511
service,2014,2415
dropdown,2014,1
symfony,2014,9548
plotly,2014,28
jekyll,2014,649
r,2014,30774
opencv,2014,6384
struts2,2014,1901
adapter,2014,578
random,2014,3833
classification,2014,567
django-models,2014,2073
css-animations,2014,655
windows-phone-7,2014,1158
inheritance,2014,4483
web,2014,4726
robotframework,2014,304
sql-order-by,2014,671
select,2014,4385
mariadb,2014,356
button,2014,4488
ubuntu,2014,5862
while-loop,2014,2590
scripting,2014,1428
pycharm,2014,663
aggregate,2014,489
ibm-mobilefirst,2014,1536
apache2,2014,642
kernel,2014,991
gwt,2014,2560
retrofit2,2014,2
latex,2014,662
operators,2014,731
extjs,2014,3626
logic,2014,839
azure-web-app-service,2014,414
protocols,2014,465
android-gradle-plugin,2014,1181
uinavigationbar,2014,812
dependency-injection,2014,2123
signals,2014,726
string,2014,19441
akka,2014,957
firebase,2014,1392
lisp,2014,597
ibm-cloud,2014,63
internationalization,2014,939
web-crawler,2014,823
haskell,2014,5943
android-service,2014,927
scheme,2014,852
.net-3.5,2014,307
ruby-on-rails-5,2014,8
upload,2014,1510
azure-devops,2014,469
windows-phone-8,2014,7754
modal-dialog,2014,1208
module,2014,1785
jquery-plugins,2014,1220
timezone,2014,1113
delegates,2014,1148
sed,2014,3183
itext,2014,1578
google-chrome,2014,7913
persistence,2014,501
import,2014,2286
protractor,2014,990
uikit,2014,650
beautifulsoup,2014,1348
typescript,2014,1532
jtable,2014,1355
aws-cloudformation,2014,100
post,2014,4228
hadoop,2014,6174
intellij-idea,2014,3712
combobox,2014,2180
list,2014,10870
ajax,2014,27581
localhost,2014,969
spring-integration,2014,782
ssas,2014,632
xmlhttprequest,2014,1032
android-activity,2014,4474
repository,2014,752
azure-sql-database,2014,439
interpolation,2014,382
racket,2014,552
comments,2014,614
c,2014,41585
parent-child,2014,473
lucene,2014,1469
jenkins-plugins,2014,539
pattern-matching,2014,873
header,2014,963
integer,2014,1250
awk,2014,3680
sprite-kit,2014,3248
selenium,2014,5710
lxml,2014,537
protocol-buffers,2014,413
mercurial,2014,711
search,2014,3803
mysqli,2014,3374
ansible,2014,517
pug,2014,887
ios5,2014,193
debugging,2014,4416
webpack,2014,76
cross-platform,2014,449
command-line,2014,2326
mod-rewrite,2014,5167
methods,2014,3436
c++,2014,82274
angular-ui-router,2014,1569
realm,2014,128
docker-compose,2014,1
apache,2014,12333
opencart,2014,839
safari,2014,1602
version,2014,539
containers,2014,537
generics,2014,4331
operating-system,2014,1079
matplotlib,2014,3881
bitbucket,2014,600
rxjs,2014,79
cocoa,2014,3801
pivot,2014,846
pivot-table,2014,511
get,2014,1677
sorting,2014,7680
subdomain,2014,623
github,2014,3699
pipeline,2014,185
odbc,2014,856
textbox,2014,1465
debian,2014,1085
common-lisp,2014,549
.net-core,2014,12
odata,2014,884
windows-runtime,2014,1601
wamp,2014,778
asp.net,2014,40912
vhdl,2014,699
double,2014,1041
virtualenv,2014,611
llvm,2014,559
requirejs,2014,1651
oauth-2.0,2014,1843
serialization,2014,3287
drupal,2014,1820
styles,2014,730
locale,2014,461
adobe,2014,597
hbase,2014,858
google-cloud-platform,2014,246
azure-data-factory,2014,1
jupyter,2014,8
twitter-bootstrap,2014,16629
asp.net-core,2014,203
inner-join,2014,672
grid,2014,1257
hash,2014,2723
load,2014,615
configuration,2014,1540
tableau-api,2014,253
asp.net-web-api2,2014,1046
file,2014,8051
utf-8,2014,2442
sublimetext3,2014,897
python-requests,2014,788
ruby-on-rails-3.2,2014,884
recursion,2014,4499
dart,2014,2428
uitabbarcontroller,2014,719
xml,2014,25194
ios-simulator,2014,669
sharedpreferences,2014,925
ant,2014,2046
client-server,2014,725
openshift,2014,1326
nsstring,2014,1010
less,2014,1328
xamarin.ios,2014,1049
html5-canvas,2014,1301
listview,2014,7318
apache-flex,2014,1170
range,2014,917
http-status-code-404,2014,682
uiview,2014,2463
sitecore,2014,892
meteor,2014,4796
date,2014,7815
mono,2014,1132
list-comprehension,2014,474
slider,2014,1132
navbar,2014,542
fluent-nhibernate,2014,397
stripe-payments,2014,539
report,2014,748
text,2014,3214
teradata,2014,444
openssl,2014,1445
dialog,2014,1329
webgl,2014,729
uiimageview,2014,1436
mapreduce,2014,1933
opengl,2014,5230
django-rest-framework,2014,1033
split,2014,2262
opengl-es,2014,1673
wso2,2014,1252
csv,2014,7910
histogram,2014,605
crystal-reports,2014,1455
sympy,2014,272
openmp,2014,551
celery,2014,779
ascii,2014,702
composer-php,2014,1178
union,2014,524
algorithm,2014,11004
android-manifest,2014,573
type-conversion,2014,1354
angularjs-scope,2014,2597
linker,2014,1331
drupal-7,2014,1619
regression,2014,515
silverlight,2014,1600
web-applications,2014,1615
slice,2014,361
hashmap,2014,1555
capybara,2014,761
hover,2014,1263
redirect,2014,5383
png,2014,564
ios,2014,90496
scipy,2014,1572
server,2014,671
gcc,2014,4114
python,2014,115905
android-asynctask,2014,2717
sharepoint-2010,2014,970
excel,2014,22001
user-controls,2014,1025
azure-functions,2014,1
parsing,2014,5793
ember-data,2014,1338
db2,2014,1127
ruby,2014,29926
kendo-grid,2014,1407
material-ui,2014,1
activerecord,2014,3446
multithreading,2014,15987
hyperlink,2014,2049
ms-access,2014,5542
gzip,2014,504
amazon-cognito,2014,58
erlang,2014,1059
coordinates,2014,639
caching,2014,3956
uiwebview,2014,1416
static,2014,1736
unity3d,2014,4003
jquery-select2,2014,543
popup,2014,1123
logstash,2014,662
grouping,2014,578
formula,2014,498
httpclient,2014,481
blob,2014,610
keyboard,2014,1310
ember.js,2014,5570
posix,2014,552
css,2014,89876
kivy,2014,664
jsx,2014,13
bash,2014,15161
segue,2014,762
bigdata,2014,732
export-to-csv,2014,361
html-table,2014,2185
visual-studio-2015,2014,127
interop,2014,381
chat,2014,638
find,2014,1182
virtual-machine,2014,700
cocos2d-iphone,2014,1289
response,2014,488
migration,2014,778
google-compute-engine,2014,590
internet-explorer,2014,4891
width,2014,735
knitr,2014,556
exe,2014,462
xslt-1.0,2014,716
linux-kernel,2014,1872
ldap,2014,1126
lua,2014,2335
stl,2014,1488
lambda,2014,2352
r-markdown,2014,253
border,2014,605
laravel-5,2014,142
casting,2014,1948
sharepoint,2014,2642
android-widget,2014,342
tfs,2014,2494
xamarin,2014,3230
instance,2014,518
windows-phone-8.1,2014,2629
macros,2014,1408
charts,2014,2446
android-studio,2014,4235
nosql,2014,1091
winapi,2014,3659
momentjs,2014,501
printing,2014,2324
jquery-events,2014,571
undefined,2014,689
performance,2014,9626
http-post,2014,954
xcode6,2014,3201
aggregation-framework,2014,880
broadcastreceiver,2014,1088
android-layout,2014,7143
x86,2014,1253
silverlight-4.0,2014,86
twilio,2014,573
big-o,2014,601
oracle,2014,13707
mqtt,2014,200
php,2014,176200
rotation,2014,1442
udp,2014,1043
c#-4.0,2014,2977
notifications,2014,1581
windows-services,2014,722
jestjs,2014,33
matlab,2014,13972
ftp,2014,1705
qt,2014,9629
element,2014,581
twitter,2014,2938
vb6,2014,1130
subset,2014,609
key,2014,873
memcached,2014,581
full-text-search,2014,637
scheduled-tasks,2014,626
javascript,2014,234367
graph,2014,2436
statistics,2014,1204
directory,2014,1910
exception,2014,5394
android-actionbar,2014,2290
height,2014,739
anaconda,2014,321
constructor,2014,2162
config,2014,556
routes,2014,2725
android,2014,164048
css-position,2014,631
couchdb,2014,624
android-animation,2014,762
centos,2014,1488
android-fragments,2014,7408
count,2014,1998
twig,2014,1181
zsh,2014,404
jax-rs,2014,892
razor,2014,4069
frameworks,2014,1034
magento2,2014,4
yii2,2014,704
fullcalendar,2014,835
authorization,2014,709
es6-promise,2014,26
windows-8,2014,1329
jasper-reports,2014,1003
xamarin.android,2014,777
eclipse,2014,21205
rx-java,2014,217
constants,2014,1027
passwords,2014,1061
virtualbox,2014,707
pdf,2014,4704
group-by,2014,1837
function,2014,9434
instagram,2014,707
backbone.js,2014,4267
jsp,2014,8070
pyqt,2014,1346
mips,2014,576
model,2014,1739
sass,2014,2238
forms,2014,14233
nltk,2014,554
task,2014,786
xpages,2014,1105
plot,2014,3405
vim,2014,3288
sails.js,2014,1510
bitmap,2014,2304
terminal,2014,2143
swift3,2014,4
refresh,2014,571
xpath,2014,3813
heap-memory,2014,558
eclipse-plugin,2014,1546
warnings,2014,510
devops,2014,3
vbscript,2014,2458
android-camera,2014,846
